"","Age","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","Gender"
"1081",25,"United States","UT","No","Yes","Yes","Often","1-5","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","No","Yes","Yes","No","Maybe","No","No","Male"
"1082",29,"Netherlands",NA,"No","Yes","Yes","Often","1-5","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Very difficult","No","Maybe","Yes","Yes","Maybe","No","Yes","No","Male"
"1083",30,"United States","TN","No","Yes","Yes","Often","More than 1000","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","No","No","No","Maybe","No","No","Female"
"1084",34,"Canada",NA,"No","Yes","Yes","Often","26-100","No","No","Don't know","No","Yes","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No","Female"
"1085",32,"United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No","Male"
"1086",37,"Germany",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"1087",41,"Germany",NA,"No","No","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","No","No","Yes","No","Male"
"1088",38,"United States","IN","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No","Male"
"1089",32,"United States","IN","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No","Male"
"1090",28,"United States","CA","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No","Female"
"1092",43,"United States","TX","No","Yes","No","Never","100-500","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","Male"
"1093",32,"United States","TN","No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Yes","Yes","No","Yes","No","No","Male"
"1094",25,"United States","WA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","Yes","No","No","No","No","No","Yes","No","Male"
"1095",37,"United States","UT","No","No","Yes","Sometimes","100-500","No","Yes","Yes","No","No","Yes","Yes","Very easy","No","No","No","Yes","No","No","Yes","No","Male"
"1096",36,"United States","AL","Yes","No","Yes","Sometimes","1-5","No","No","No","Yes","No","No","No","Very difficult","No","No","No","No","No","No","No","Yes","Male"
"1097",24,"United States","WI","No","Yes","Yes","Rarely","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","Male"
"1098",40,"United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes","Male"
"1099",29,"United States","WI","No","No","No","Never","More than 1000","No","No","Don't know","Not sure","Yes","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"1100",43,"United States","NY","No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Some of them","No","No","Yes","No","Male"
"1101",29,"United States","NY","No","No","No","Never","6-25","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No","Male"
"1102",26,"United States","OH","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Male"
"1103",33,"Canada",NA,"Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","Maybe","No","Yes","Female"
"1104",35,"United States","WA","No","Yes","No","Sometimes","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Yes","Some of them","No","No","Yes","No","Female"
"1105",45,"United States","CA","No","No","No","Never","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No","Male"
"1106",25,"United States","SC","No","No","Yes","Rarely","6-25","Yes","Yes","No","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","No","Some of them","No","Maybe","Don't know","No","Male"
"1107",50,"France",NA,"Yes","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No","Male"
"1108",26,"Australia",NA,"No","Yes","Yes","Rarely","26-100","No","Yes","No","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","Male"
"1109",33,"United States","CA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","Female"
"1110",30,"India",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Very easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
"1111",33,"Croatia",NA,"No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","Male"
"1112",29,"France",NA,"No","No","Yes","Often","6-25","No","Yes","Yes","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Some of them","No","Yes","No","No","Male"
"1113",37,"Germany",NA,"No","No","No","Never","6-25","Yes","Yes","No","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Yes","Don't know","No","Male"
"1114",25,"United States","MN","No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No","Male"
"1115",40,"United States","WA","No","No","No","Never","More than 1000","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"1116",24,"Canada",NA,"No","No","No","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","Maybe","Don't know","Yes","Male"
"1117",40,"United Kingdom",NA,"No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Yes","Some of them","No","Maybe","Don't know","No","Male"
"1118",46,"United States","PA","No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No","Male"
"1119",38,"United States","NY","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","No","Yes","No","Yes","Don't know","No","Male"
"1120",34,"United States","VT","No","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No","Male"
"1121",32,"United Kingdom",NA,"Yes","No","Yes","Rarely","1-5","No","Yes","No","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes","Male"
"1122",44,"United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","No","No","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","No","No","Male"
"1123",33,"United Kingdom",NA,"No","No","Yes","Never","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","Female"
"1124",45,"United States","MI","No","No","Yes","Rarely","26-100","No","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","Female"
"1125",35,"United States","NY","No","No","No","Never","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","No","No","No","No","Yes","No","Male"
"1126",26,"Germany",NA,"Yes","Yes","Yes","Often","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Yes","No","Yes","Male"
"1127",20,"United States","NY","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","Female"
"1129",37,"Netherlands",NA,"No","Yes","No","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"1130",28,"United States","MI","No","No","No","Never","More than 1000","No","No","Yes","No","No","No","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","No","No","Male"
"1131",42,"United States","WA","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","No","Female"
"1132",32,"United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","Yes","Male"
"1133",36,"United States","TN","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","No","No","No","Don't know","No","Female"
"1134",27,"New Zealand",NA,"No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes","Male"
"1135",27,"New Zealand",NA,"No","No","No","Rarely","26-100","No","Yes","No","Yes","No","Yes","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","Yes","Male"
"1136",27,"United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Somewhat easy","Maybe","No","Yes","Yes","Maybe","Maybe","No","No","Male"
"1137",25,"United Kingdom",NA,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"1138",41,"United Kingdom",NA,"No","Yes","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
"1139",23,"Germany",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No","Male"
"1140",21,"United Kingdom",NA,"No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","Male"
"1141",26,"Moldova",NA,"No","No","Yes","Often","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","Don't know","No","Male"
"1142",29,"Sweden",NA,"No","No","No","Rarely","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","Yes","Don't know","Yes","Male"
"1143",28,"Belgium",NA,"No","No","No","Sometimes","More than 1000","No","No","No","No","No","No","Don't know","Somewhat easy","Yes","Maybe","No","No","No","No","Don't know","Yes","Male"
"1144",27,"United Kingdom",NA,"No","Yes","No","Never","More than 1000","No","No","No","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","Yes","Yes","No","Female"
"1145",23,"Israel",NA,"No","No","No","Never","More than 1000","No","No","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Yes","Yes","No","Male"
"1146",26,"United States","NY","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","Female"
"1147",38,"United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","Male"
"1148",39,"United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","No","No","No","No","Yes","Very easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Yes","No","Male"
"1149",35,"United States","IN","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","No","Yes","Don't know","Somewhat easy","Yes","No","No","Some of them","No","Yes","Don't know","No","Male"
"1150",32,"United States","NC","No","No","No","Rarely","6-25","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No","Male"
"1151",32,"United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","Yes","Male"
"1152",26,"United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No","Male"
"1153",38,"Canada",NA,"No","Yes","Yes","Rarely","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","No","No","Male"
"1154",34,"United Kingdom",NA,"No","Yes","No","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","Female"
"1155",39,"United States","TN","No","Yes","Yes","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"1156",32,"Canada",NA,"Yes","No","No","Never","6-25","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"1157",37,"Netherlands",NA,"Yes","No","No","Never","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","Yes","Some of them","Some of them","No","No","Don't know","No","Male"
"1158",31,"United Kingdom",NA,"No","Yes","Yes","Never","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","No","Male"
"1159",30,"United States","MN","No","Yes","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No","Male"
"1160",51,"Singapore",NA,"No","No","No","Never","More than 1000","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","No","No","No","Male"
"1161",29,"United States","NC","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"1162",31,"United Kingdom",NA,"No","No","No","Never","100-500","No","Yes","Yes","No","No","Yes","Don't know","Don't know","Maybe","Yes","Some of them","No","No","No","Yes","No","Male"
"1163",31,"India",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No","Male"
"1164",26,"United States","TX","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
